Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Variant Image,Variant Weight Unit,Status
"mala-de-viagem-framelock-max-prateada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/01bbd1122da8558ca010f9408e6178e38e425ed78f8abb9f04a2bcd911e8d388_8aea48b8-5ff8-48c8-9478-89217313c24a.jpg?v=1729200279","7","","",""
"mala-de-viagem-framelock-max-prateada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/128ab6a5febd75ab1a9bfdea4c711ae8badb98de9b1fdbdb4b6a41ea0a91bfaf_1f512cee-2d6a-4679-b50b-fdf68e55f256.jpg?v=1729200281","8","","",""
"mala-de-viagem-framelock-max-prateada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/aa87e18fc242f0d57b7865f5432d7c5045ab803ff38ff05b25ed849cd53aafbb_31b7cfbf-198e-4f3d-8f8e-776fe26eca95.jpg?v=1729200283","9","","",""
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","Mala de viagem Framelock Max Azul Esverdeada Pequena","<div>Descubra a harmonia entre inovação e funcionalidade com a Framelock Max.</div><div><br></div><div>Com um design sofisticado, moderno e funcional, a coleção Framelock Max é sinônimo de leveza, praticidade e durabilidade. Para adicionar ainda mais tranquilidade a cada jornada, esta nova linha apresenta o mecanismo Eazylock™, que inclui um cadeado TSA com controle centralizado.</div><div><br></div><div>A alça RightHeight™, com ajuste a múltiplos níveis de altura, proporciona conforto personalizado, enquanto o sistema com 4 rodas duplas multidirecionais assegura uma mobilidade fluida e sem esforço.</div><div><br></div><div>Seu interior é revestido com material Recyclex, que combina a funcionalidade de uma malha prática com um fecho seguro, garantindo organização e proteção para seus pertences. </div>","Samsonite Brasil","","","brand-name--Samsonite, capacity--36, coleccion-maleta, coleccion-nuevo-cl, color--Azul Esverdeada, color-hex--#4682B4, com bolsos internos. *Fechos internos na mesma cor., controlado por um fecho centralizado *Leve, expandible--Não, fabricado com garrafas plásticas PET recicladas. *Painel divisor em ambos os compartimentos, feature-exterior-list--*Alça com sistema RightHeight™, feature-interior-list--*Forro interno Recyclex, FRAMELOCKMAX-19jul24, grupo-color--Azul, grupo-material--Policarbonato, maleta-anidada--Sim, MaletasCabina-19ju24, material-grid--1496184127, pais-de-origen--China, peso-producto-kilos--3.26, product-material--100% Policarbonato, product-model--Mala de viagem Pequena, product-size--Pequena, product-type--Mala, product-wheels--Duplas, profundidad--22, que oferece múltiplos níveis de altura *Sistema de 4 rodas duplas multidirecionais *Mecanismo Eazylock™ com cadeado TSA, release-year--2024, samsonite-line--FRAMELOCK MAX, season--2024, shell--Rígida, shopify-taxable--TRUE, style--Travel, target-gender--Unissex, tipo-candado--TSA integrado, warranty-time--10 anos","true","Title","Default Title","","","","","14961841271  U","3260","","","deny","manual","1400.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/01c611277067791bc46cade5df8a36abc33deb3c5f4c6dc795856932cab94be1.jpg?v=1729200502","1","","","active"
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/f8c97ccf4da95f6853c4d693d345e0cc7c2fa4de2a25674c73242f473558ba6e.jpg?v=1729200504","2","","",""
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/3e93ee0e49ad7005710f01a8b3e33a938ac2121914d807464a1247c696ead7cd.jpg?v=1729200508","3","","",""
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/c44bafbc2f7d9122fc3910471d278a62ecdd6f1dfd25662ab1b5272d6c3ac463.jpg?v=1729200509","4","","",""
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/86f4c2497a023f09173d3658848786c0b6368b9732791cbcfdf39cc1b1cfdaba.jpg?v=1729200511","5","","",""
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/b21f1a30acdbe4e16a09b1eaa22e4def3960fac2a8c1b8ab35ef8a28f5725ee1.jpg?v=1729200513","6","","",""
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/7af2dbb3d93b2e739b7a21b1262e99215cb58665d9af765efece57043f686b35_02544575-938f-4e60-b553-ca749242dbea.jpg?v=1729200515","7","","",""
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/183f5b0b14fb9dfb414cf62bb19ad01e8630a24321a27fef98893a656b9ec637.jpg?v=1729200517","8","","",""
"mala-de-viagem-framelock-max-azul-esverdeada-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/254ae8140d8286a8a362d1d63076d97e82e9e3c7595a1e57c8e44b6100504743_8b1122ef-5b81-4251-96b2-a420a7406f55.jpg?v=1729200519","9","","",""
"mala-de-viagem-framelock-max-preta-pequena","Mala de viagem Framelock Max Preta Pequena","<div>Descubra a harmonia entre inovação e funcionalidade com a Framelock Max.</div><div><br></div><div>Com um design sofisticado, moderno e funcional, a coleção Framelock Max é sinônimo de leveza, praticidade e durabilidade. Para adicionar ainda mais tranquilidade a cada jornada, esta nova linha apresenta o mecanismo Eazylock™, que inclui um cadeado TSA com controle centralizado.</div><div><br></div><div>A alça RightHeight™, com ajuste a múltiplos níveis de altura, proporciona conforto personalizado, enquanto o sistema com 4 rodas duplas multidirecionais assegura uma mobilidade fluida e sem esforço.</div><div><br></div><div>Seu interior é revestido com material Recyclex, que combina a funcionalidade de uma malha prática com um fecho seguro, garantindo organização e proteção para seus pertences. </div>","Samsonite Brasil","","","brand-name--Samsonite, capacity--36, coleccion-maleta, coleccion-nuevo-cl, color--Preta, color-hex--#000000, com bolsos internos. *Fechos internos na mesma cor., controlado por um fecho centralizado *Leve, expandible--Não, fabricado com garrafas plásticas PET recicladas. *Painel divisor em ambos os compartimentos, feature-exterior-list--*Alça com sistema RightHeight™, feature-interior-list--*Forro interno Recyclex, FRAMELOCKMAX-19jul24, grupo-color--Preto, grupo-material--Policarbonato, maleta-anidada--Sim, MaletasCabina-19ju24, material-grid--1496180423, pais-de-origen--China, peso-producto-kilos--3.26, product-material--100% Policarbonato, product-model--Mala de viagem Pequena, product-size--Pequena, product-type--Mala, product-wheels--Duplas, profundidad--22, que oferece múltiplos níveis de altura *Sistema de 4 rodas duplas multidirecionais *Mecanismo Eazylock™ com cadeado TSA, release-year--2024, samsonite-line--FRAMELOCK MAX, season--2024, shell--Rígida, shopify-taxable--TRUE, style--Travel, target-gender--Unissex, tipo-candado--TSA integrado, warranty-time--10 anos","true","Title","Default Title","","","","","14961804231  U","3260","","","deny","manual","1400.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/b56fa3aabc3be9714fcca3087966a74dd606e0a5d0720957a9eeac2f1979aea1.jpg?v=1729199936","1","","","active"
"mala-de-viagem-framelock-max-preta-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/42d6e012ed17b722dc82a15e7ca4a7a21adfc0aeedd8d48fea53bb7a81be18c1.jpg?v=1729199937","2","","",""
"mala-de-viagem-framelock-max-preta-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/d65359e196d6daf9d3295f60dd19e09d6c80f99d6d7116846ab8365a07744909.jpg?v=1729200300","3","","",""
"mala-de-viagem-framelock-max-preta-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/1d9d8766792319cf53075c449ff02db035214895e9cd43095ff0b5caadd7e3e2.jpg?v=1729200302","4","","",""
"mala-de-viagem-framelock-max-preta-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/977f24b54707f5cbb1fe07c1da32638d3c1c9f530f10e2e04b0dd2bc8857a535.jpg?v=1729200304","5","","",""
"mala-de-viagem-framelock-max-preta-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/60dfd0203cb95079b130ba82b21a0fd9e075268de0840055870c9da9fc9e0da9.jpg?v=1729200306","6","","",""
"mala-de-viagem-framelock-max-preta-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/e9558b8092f6e0e598af71071209aa707d696fb6d5ec343ce66819b31aa920be_1d200f7a-20d7-4080-913b-77c1adca4e0e.jpg?v=1729200307","7","","",""
"mala-de-viagem-framelock-max-preta-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/ac3a7090ea9746c1d454d2d19255732fb9b9de3a59b2f10d4346634e6d91ccf3_a9df3a64-1457-49c5-9530-1b9815192a49.jpg?v=1729200309","8","","",""
"mala-de-viagem-framelock-max-preta-pequena","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0459/6488/6172/files/33b3fffee9929e9ce0f3498981e96326cd70ee65647da78602706cff76deae60.jpg?v=1729200311","9","","",""
